,ICEKC
2018-07-16 04:28:00,-4784.33469
2018-07-16 04:29:00,-4787.40969
2018-07-16 04:30:00,-4784.33469
2018-07-16 04:31:00,-4784.33469
2018-07-16 04:32:00,-4787.40969
2018-07-16 04:33:00,-4802.78469
2018-07-16 04:34:00,-4802.78469
2018-07-16 04:35:00,-4802.78469
2018-07-16 04:36:00,-4802.78469
2018-07-16 04:37:00,-4802.78469
2018-07-16 04:38:00,-4802.78469
2018-07-16 04:39:00,-4802.78469
2018-07-16 04:40:00,-4802.78469
2018-07-16 04:41:00,-4802.78469
2018-07-16 04:42:00,-4808.93469
2018-07-16 04:43:00,-4815.08469
2018-07-16 04:44:00,-4815.08469
2018-07-16 04:45:00,-4815.08469
2018-07-16 04:46:00,-4821.23469
2018-07-16 04:47:00,-4821.23469
2018-07-16 04:48:00,-4815.08469
2018-07-16 04:49:00,-4815.08469
2018-07-16 04:50:00,-4815.08469
2018-07-16 04:51:00,-4808.93469
2018-07-16 04:52:00,-4808.93469
2018-07-16 04:53:00,-4808.93469
2018-07-16 04:54:00,-4808.93469
2018-07-16 04:55:00,-4790.48469
2018-07-16 04:56:00,-4790.48469
2018-07-16 04:57:00,-4796.63469
2018-07-16 04:58:00,-4796.63469
2018-07-16 04:59:00,-4808.93469
2018-07-16 05:00:00,-4808.93469
2018-07-16 05:01:00,-4808.93469
2018-07-16 05:02:00,-4808.93469
2018-07-16 05:03:00,-4808.93469
2018-07-16 05:04:00,-4808.93469
2018-07-16 05:05:00,-4808.93469
2018-07-16 05:06:00,-4808.93469
2018-07-16 05:07:00,-4802.78469
2018-07-16 05:08:00,-4808.93469
2018-07-16 05:09:00,-4821.23469
2018-07-16 05:10:00,-4821.23469
2018-07-16 05:11:00,-4821.23469
2018-07-16 05:12:00,-4821.23469
2018-07-16 05:13:00,-4821.23469
2018-07-16 05:14:00,-4821.23469
2018-07-16 05:15:00,-4821.23469
2018-07-16 05:16:00,-4821.23469
2018-07-16 05:17:00,-4821.23469
2018-07-16 05:18:00,-4845.83469
2018-07-16 05:19:00,-4845.83469
2018-07-16 05:20:00,-4845.83469
2018-07-16 05:21:00,-4851.98469
2018-07-16 05:22:00,-4864.28469
2018-07-16 05:23:00,-4870.43469
2018-07-16 05:24:00,-4882.73469
2018-07-16 05:25:00,-4888.88469
2018-07-16 05:26:00,-4901.18469
2018-07-16 05:27:00,-4895.03469
2018-07-16 05:28:00,-4901.18469
2018-07-16 05:29:00,-4907.33469
2018-07-16 05:30:00,-4907.33469
2018-07-16 05:31:00,-4901.18469
2018-07-16 05:32:00,-4888.88469
2018-07-16 05:33:00,-4882.73469
2018-07-16 05:34:00,-4876.58469
2018-07-16 05:35:00,-4876.58469
2018-07-16 05:36:00,-4858.13469
2018-07-16 05:37:00,-4867.35969
2018-07-16 05:38:00,-4870.43469
2018-07-16 05:39:00,-4876.58469
2018-07-16 05:40:00,-4870.43469
2018-07-16 05:41:00,-4858.13469
2018-07-16 05:42:00,-4858.13469
2018-07-16 05:43:00,-4870.43469
2018-07-16 05:44:00,-4876.58469
2018-07-16 05:45:00,-4864.28469
2018-07-16 05:46:00,-4864.28469
2018-07-16 05:47:00,-4864.28469
2018-07-16 05:48:00,-4870.43469
2018-07-16 05:49:00,-4876.58469
2018-07-16 05:50:00,-4876.58469
2018-07-16 05:51:00,-4876.58469
2018-07-16 05:52:00,-4882.73469
2018-07-16 05:53:00,-4870.43469
2018-07-16 05:54:00,-4858.13469
2018-07-16 05:55:00,-4858.13469
2018-07-16 05:56:00,-4851.98469
2018-07-16 05:57:00,-4851.98469
2018-07-16 05:58:00,-4833.53469
2018-07-16 05:59:00,-4845.83469
2018-07-16 06:00:00,-4845.83469
2018-07-16 06:01:00,-4851.98469
2018-07-16 06:02:00,-4858.13469
2018-07-16 06:03:00,-4858.13469
2018-07-16 06:04:00,-4861.20969
2018-07-16 06:05:00,-4833.53469
2018-07-16 06:06:00,-4833.53469
2018-07-16 06:07:00,-4827.38469
2018-07-16 06:08:00,-4827.38469
2018-07-16 06:09:00,-4839.68469
2018-07-16 06:10:00,-4839.68469
2018-07-16 06:11:00,-4827.38469
2018-07-16 06:12:00,-4815.08469
2018-07-16 06:13:00,-4821.23469
2018-07-16 06:14:00,-4833.53469
2018-07-16 06:15:00,-4839.68469
2018-07-16 06:16:00,-4845.83469
2018-07-16 06:17:00,-4845.83469
2018-07-16 06:18:00,-4839.68469
2018-07-16 06:19:00,-4836.60969
2018-07-16 06:20:00,-4833.53469
2018-07-16 06:21:00,-4821.23469
2018-07-16 06:22:00,-4821.23469
2018-07-16 06:23:00,-4821.23469
2018-07-16 06:24:00,-4808.93469
2018-07-16 06:25:00,-4802.78469
2018-07-16 06:26:00,-4802.78469
2018-07-16 06:27:00,-4802.78469
2018-07-16 06:28:00,-4802.78469
2018-07-16 06:29:00,-4796.63469
2018-07-16 06:30:00,-4796.63469
2018-07-16 06:31:00,-4802.78469
2018-07-16 06:32:00,-4808.93469
2018-07-16 06:33:00,-4821.23469
2018-07-16 06:34:00,-4821.23469
2018-07-16 06:35:00,-4839.68469
2018-07-16 06:36:00,-4839.68469
2018-07-16 06:37:00,-4845.83469
2018-07-16 06:38:00,-4845.83469
2018-07-16 06:39:00,-4845.83469
2018-07-16 06:40:00,-4839.68469
2018-07-16 06:41:00,-4833.53469
2018-07-16 06:42:00,-4827.38469
2018-07-16 06:43:00,-4827.38469
2018-07-16 06:44:00,-4833.53469
2018-07-16 06:45:00,-4839.68469
2018-07-16 06:46:00,-4833.53469
2018-07-16 06:47:00,-4833.53469
2018-07-16 06:48:00,-4839.68469
2018-07-16 06:49:00,-4830.45969
2018-07-16 06:50:00,-4833.53469
2018-07-16 06:51:00,-4839.68469
2018-07-16 06:52:00,-4845.83469
2018-07-16 06:53:00,-4845.83469
2018-07-16 06:54:00,-4858.13469
2018-07-16 06:55:00,-4851.98469
2018-07-16 06:56:00,-4851.98469
2018-07-16 06:57:00,-4851.98469
2018-07-16 06:58:00,-4845.83469
2018-07-16 06:59:00,-4815.08469
2018-07-16 07:00:00,-4802.78469
2018-07-16 07:01:00,-4808.93469
2018-07-16 07:02:00,-4808.93469
2018-07-16 07:03:00,-4815.08469
2018-07-16 07:04:00,-4815.08469
2018-07-16 07:05:00,-4778.18469
2018-07-16 07:06:00,-4778.18469
2018-07-16 07:07:00,-4759.73469
2018-07-16 07:08:00,-4772.03469
2018-07-16 07:09:00,-4784.33469
2018-07-16 07:10:00,-4781.25969
2018-07-16 07:11:00,-4778.18469
2018-07-16 07:12:00,-4790.48469
2018-07-16 07:13:00,-4802.78469
2018-07-16 07:14:00,-4805.85969
2018-07-16 07:15:00,-4808.93469
2018-07-16 07:16:00,-4815.08469
2018-07-16 07:17:00,-4808.93469
2018-07-16 07:18:00,-4808.93469
2018-07-16 07:19:00,-4833.53469
2018-07-16 07:20:00,-4833.53469
2018-07-16 07:21:00,-4830.45969
2018-07-16 07:22:00,-4815.08469
2018-07-16 07:23:00,-4796.63469
2018-07-16 07:24:00,-4793.55969
2018-07-16 07:25:00,-4768.95969
2018-07-16 07:26:00,-4784.33469
2018-07-16 07:27:00,-4784.33469
2018-07-16 07:28:00,-4778.18469
2018-07-16 07:29:00,-4778.18469
2018-07-16 07:30:00,-4778.18469
2018-07-16 07:31:00,-4808.93469
2018-07-16 07:32:00,-4808.93469
2018-07-16 07:33:00,-4815.08469
2018-07-16 07:34:00,-4802.78469
2018-07-16 07:35:00,-4784.33469
2018-07-16 07:36:00,-4778.18469
2018-07-16 07:37:00,-4765.88469
2018-07-16 07:38:00,-4765.88469
2018-07-16 07:39:00,-4747.43469
2018-07-16 07:40:00,-4753.58469
2018-07-16 07:41:00,-4741.28469
2018-07-16 07:42:00,-4741.28469
2018-07-16 07:43:00,-4728.98469
2018-07-16 07:44:00,-4722.83469
2018-07-16 07:45:00,-4722.83469
2018-07-16 07:46:00,-4722.83469
2018-07-16 07:47:00,-4716.68469
2018-07-16 07:48:00,-4704.38469
2018-07-16 07:49:00,-4685.93469
2018-07-16 07:50:00,-4698.23469
2018-07-16 07:51:00,-4679.78469
2018-07-16 07:52:00,-4661.33469
2018-07-16 07:53:00,-4667.48469
2018-07-16 07:54:00,-4655.18469
2018-07-16 07:55:00,-4655.18469
2018-07-16 07:56:00,-4667.48469
2018-07-16 07:57:00,-4679.78469
2018-07-16 07:58:00,-4692.08469
2018-07-16 07:59:00,-4698.23469
2018-07-16 08:00:00,-4704.38469
2018-07-16 08:01:00,-4710.53469
2018-07-16 08:02:00,-4716.68469
2018-07-16 08:03:00,-4710.53469
2018-07-16 08:04:00,-4698.23469
2018-07-16 08:05:00,-4704.38469
2018-07-16 08:06:00,-4716.68469
2018-07-16 08:07:00,-4698.23469
2018-07-16 08:08:00,-4692.08469
2018-07-16 08:09:00,-4698.23469
2018-07-16 08:10:00,-4710.53469
2018-07-16 08:11:00,-4710.53469
2018-07-16 08:12:00,-4704.38469
2018-07-16 08:13:00,-4704.38469
2018-07-16 08:14:00,-4707.45969
2018-07-16 08:15:00,-4698.23469
2018-07-16 08:16:00,-4698.23469
2018-07-16 08:17:00,-4685.93469
2018-07-16 08:18:00,-4667.48469
2018-07-16 08:19:00,-4667.48469
2018-07-16 08:20:00,-4661.33469
2018-07-16 08:21:00,-4655.18469
2018-07-16 08:22:00,-4636.73469
2018-07-16 08:23:00,-4636.73469
2018-07-16 08:24:00,-4630.58469
2018-07-16 08:25:00,-4649.03469
2018-07-16 08:26:00,-4642.88469
2018-07-16 08:27:00,-4630.58469
2018-07-16 08:28:00,-4618.28469
2018-07-16 08:29:00,-4612.13469
2018-07-16 08:30:00,-4655.18469
2018-07-16 08:31:00,-4655.18469
2018-07-16 08:32:00,-4667.48469
2018-07-16 08:33:00,-4667.48469
2018-07-16 08:34:00,-4673.63469
2018-07-16 08:35:00,-4679.78469
2018-07-16 08:36:00,-4673.63469
2018-07-16 08:37:00,-4682.85969
2018-07-16 08:38:00,-4692.08469
2018-07-16 08:39:00,-4704.38469
2018-07-16 08:40:00,-4704.38469
2018-07-16 08:41:00,-4698.23469
2018-07-16 08:42:00,-4692.08469
2018-07-16 08:43:00,-4698.23469
2018-07-16 08:44:00,-4692.08469
2018-07-16 08:45:00,-4698.23469
2018-07-16 08:46:00,-4685.93469
2018-07-16 08:47:00,-4673.63469
2018-07-16 08:48:00,-4667.48469
2018-07-16 08:49:00,-4661.33469
2018-07-16 08:50:00,-4642.88469
2018-07-16 08:51:00,-4636.73469
2018-07-16 08:52:00,-4649.03469
2018-07-16 08:53:00,-4655.18469
2018-07-16 08:54:00,-4661.33469
2018-07-16 08:55:00,-4661.33469
2018-07-16 08:56:00,-4655.18469
2018-07-16 08:57:00,-4655.18469
2018-07-16 08:58:00,-4642.88469
2018-07-16 08:59:00,-4642.88469
2018-07-16 09:00:00,-4649.03469
2018-07-16 09:01:00,-4655.18469
2018-07-16 09:02:00,-4649.03469
2018-07-16 09:03:00,-4667.48469
2018-07-16 09:04:00,-4679.78469
2018-07-16 09:05:00,-4667.48469
2018-07-16 09:06:00,-4673.63469
2018-07-16 09:07:00,-4673.63469
2018-07-16 09:08:00,-4667.48469
2018-07-16 09:09:00,-4667.48469
2018-07-16 09:10:00,-4667.48469
2018-07-16 09:11:00,-4667.48469
2018-07-16 09:12:00,-4673.63469
2018-07-16 09:13:00,-4670.55969
2018-07-16 09:14:00,-4679.78469
2018-07-16 09:15:00,-4673.63469
2018-07-16 09:16:00,-4673.63469
2018-07-16 09:17:00,-4679.78469
2018-07-16 09:18:00,-4685.93469
2018-07-16 09:19:00,-4685.93469
2018-07-16 09:20:00,-4679.78469
2018-07-16 09:21:00,-4679.78469
2018-07-16 09:22:00,-4679.78469
2018-07-16 09:23:00,-4673.63469
2018-07-16 09:24:00,-4679.78469
2018-07-16 09:25:00,-4673.63469
2018-07-16 09:26:00,-4679.78469
2018-07-16 09:27:00,-4685.93469
2018-07-16 09:28:00,-4685.93469
2018-07-16 09:29:00,-4692.08469
2018-07-16 09:30:00,-4692.08469
2018-07-16 09:31:00,-4692.08469
2018-07-16 09:32:00,-4698.23469
2018-07-16 09:33:00,-4692.08469
2018-07-16 09:34:00,-4679.78469
2018-07-16 09:35:00,-4661.33469
2018-07-16 09:36:00,-4655.18469
2018-07-16 09:37:00,-4655.18469
2018-07-16 09:38:00,-4655.18469
2018-07-16 09:39:00,-4649.03469
2018-07-16 09:40:00,-4649.03469
2018-07-16 09:41:00,-4649.03469
2018-07-16 09:42:00,-4636.73469
2018-07-16 09:43:00,-4642.88469
2018-07-16 09:44:00,-4649.03469
2018-07-16 09:45:00,-4667.48469
2018-07-16 09:46:00,-4661.33469
2018-07-16 09:47:00,-4667.48469
2018-07-16 09:48:00,-4667.48469
2018-07-16 09:49:00,-4667.48469
2018-07-16 09:50:00,-4667.48469
2018-07-16 09:51:00,-4667.48469
2018-07-16 09:52:00,-4667.48469
2018-07-16 09:53:00,-4667.48469
2018-07-16 09:54:00,-4667.48469
2018-07-16 09:55:00,-4679.78469
2018-07-16 09:56:00,-4673.63469
2018-07-16 09:57:00,-4692.08469
2018-07-16 09:58:00,-4716.68469
2018-07-16 09:59:00,-4704.38469
2018-07-16 10:00:00,-4710.53469
2018-07-16 10:01:00,-4716.68469
2018-07-16 10:02:00,-4716.68469
2018-07-16 10:03:00,-4716.68469
2018-07-16 10:04:00,-4710.53469
2018-07-16 10:05:00,-4716.68469
2018-07-16 10:06:00,-4722.83469
2018-07-16 10:07:00,-4722.83469
2018-07-16 10:08:00,-4710.53469
2018-07-16 10:09:00,-4710.53469
2018-07-16 10:10:00,-4716.68469
2018-07-16 10:11:00,-4722.83469
2018-07-16 10:12:00,-4722.83469
2018-07-16 10:13:00,-4722.83469
2018-07-16 10:14:00,-4722.83469
2018-07-16 10:15:00,-4722.83469
2018-07-16 10:16:00,-4728.98469
2018-07-16 10:17:00,-4722.83469
2018-07-16 10:18:00,-4722.83469
2018-07-16 10:19:00,-4722.83469
2018-07-16 10:20:00,-4722.83469
2018-07-16 10:21:00,-4704.38469
2018-07-16 10:22:00,-4704.38469
2018-07-16 10:23:00,-4698.23469
2018-07-16 10:24:00,-4704.38469
2018-07-16 10:25:00,-4710.53469
2018-07-16 10:26:00,-4704.38469
2018-07-16 10:27:00,-4704.38469
2018-07-16 10:28:00,-4698.23469
2018-07-16 10:29:00,-4692.08469
2018-07-16 10:30:00,-4685.93469
2018-07-16 10:31:00,-4685.93469
2018-07-16 10:32:00,-4695.15969
2018-07-16 10:33:00,-4704.38469
2018-07-16 10:34:00,-4704.38469
2018-07-16 10:35:00,-4692.08469
2018-07-16 10:36:00,-4698.23469
2018-07-16 10:37:00,-4692.08469
2018-07-16 10:38:00,-4685.93469
2018-07-16 10:39:00,-4685.93469
2018-07-16 10:40:00,-4685.93469
2018-07-16 10:41:00,-4685.93469
2018-07-16 10:42:00,-4685.93469
2018-07-16 10:43:00,-4685.93469
2018-07-16 10:44:00,-4685.93469
2018-07-16 10:45:00,-4679.78469
2018-07-16 10:46:00,-4679.78469
2018-07-16 10:47:00,-4692.08469
2018-07-16 10:48:00,-4692.08469
2018-07-16 10:49:00,-4698.23469
2018-07-16 10:50:00,-4698.23469
2018-07-16 10:51:00,-4698.23469
2018-07-16 10:52:00,-4701.30969
2018-07-16 10:53:00,-4698.23469
2018-07-16 10:54:00,-4692.08469
2018-07-16 10:55:00,-4692.08469
2018-07-16 10:56:00,-4685.93469
2018-07-16 10:57:00,-4692.08469
2018-07-16 10:58:00,-4685.93469
2018-07-16 10:59:00,-4685.93469
2018-07-16 11:00:00,-4685.93469
2018-07-16 11:01:00,-4685.93469
2018-07-16 11:02:00,-4685.93469
2018-07-16 11:03:00,-4698.23469
2018-07-16 11:04:00,-4701.30969
2018-07-16 11:05:00,-4710.53469
2018-07-16 11:06:00,-4704.38469
2018-07-16 11:07:00,-4716.68469
2018-07-16 11:08:00,-4722.83469
2018-07-16 11:09:00,-4722.83469
2018-07-16 11:10:00,-4728.98469
2018-07-16 11:11:00,-4735.13469
2018-07-16 11:12:00,-4732.05969
2018-07-16 11:13:00,-4735.13469
2018-07-16 11:14:00,-4741.28469
2018-07-16 11:15:00,-4728.98469
2018-07-16 11:16:00,-4728.98469
2018-07-16 11:17:00,-4735.13469
2018-07-16 11:18:00,-4735.13469
2018-07-16 11:19:00,-4735.13469
2018-07-16 11:20:00,-4735.13469
2018-07-16 11:21:00,-4728.98469
2018-07-16 11:22:00,-4735.13469
2018-07-16 11:23:00,-4735.13469
2018-07-16 11:24:00,-4735.13469
2018-07-16 11:25:00,-4728.98469
2018-07-16 11:26:00,-4722.83469
2018-07-16 11:27:00,-4728.98469
2018-07-16 11:28:00,-4728.98469
2018-07-16 11:29:00,-4728.98469
2018-07-16 11:30:00,-4728.98469
2018-07-16 11:31:00,-4728.98469
2018-07-16 11:32:00,-4728.98469
2018-07-16 11:33:00,-4728.98469
2018-07-16 11:34:00,-4728.98469
2018-07-16 11:35:00,-4728.98469
2018-07-16 11:36:00,-4728.98469
2018-07-16 11:37:00,-4728.98469
2018-07-16 11:38:00,-4735.13469
2018-07-16 11:39:00,-4747.43469
2018-07-16 11:40:00,-4747.43469
2018-07-16 11:41:00,-4747.43469
2018-07-16 11:42:00,-4744.35969
2018-07-16 11:43:00,-4744.35969
2018-07-16 11:44:00,-4741.28469
2018-07-16 11:45:00,-4741.28469
2018-07-16 11:46:00,-4741.28469
2018-07-16 11:47:00,-4741.28469
2018-07-16 11:48:00,-4735.13469
2018-07-16 11:49:00,-4741.28469
2018-07-16 11:50:00,-4741.28469
2018-07-16 11:51:00,-4747.43469
2018-07-16 11:52:00,-4753.58469
2018-07-16 11:53:00,-4753.58469
2018-07-16 11:54:00,-4747.43469
2018-07-16 11:55:00,-4747.43469
2018-07-16 11:56:00,-4747.43469
2018-07-16 11:57:00,-4741.28469
2018-07-16 11:58:00,-4741.28469
2018-07-16 11:59:00,-4735.13469
2018-07-16 12:00:00,-4741.28469
2018-07-16 12:01:00,-4747.43469
2018-07-16 12:02:00,-4753.58469
2018-07-16 12:03:00,-4753.58469
2018-07-16 12:04:00,-4753.58469
2018-07-16 12:05:00,-4753.58469
2018-07-16 12:06:00,-4753.58469
2018-07-16 12:07:00,-4747.43469
2018-07-16 12:08:00,-4759.73469
2018-07-16 12:09:00,-4753.58469
2018-07-16 12:10:00,-4753.58469
2018-07-16 12:11:00,-4756.65969
2018-07-16 12:12:00,-4759.73469
2018-07-16 12:13:00,-4778.18469
2018-07-16 12:14:00,-4772.03469
2018-07-16 12:15:00,-4778.18469
2018-07-16 12:16:00,-4772.03469
2018-07-16 12:17:00,-4765.88469
2018-07-16 12:18:00,-4753.58469
2018-07-16 12:19:00,-4747.43469
2018-07-16 12:20:00,-4756.65969
2018-07-16 12:21:00,-4759.73469
2018-07-16 12:22:00,-4741.28469
2018-07-16 12:23:00,-4710.53469
2018-07-16 12:24:00,-4722.83469
2018-07-16 12:25:00,-4722.83469
2018-07-16 12:26:00,-4716.68469
2018-07-16 12:27:00,-4716.68469
2018-07-16 12:28:00,-4710.53469
2018-07-16 12:29:00,-4701.30969
2018-07-17 03:14:00,-4707.45969
2018-07-17 03:15:00,-4710.53469
2018-07-17 03:16:00,-4713.60969
2018-07-17 03:17:00,-4719.75969
2018-07-17 03:18:00,-4710.53469
2018-07-17 03:19:00,-4716.68469
2018-07-17 03:20:00,-4716.68469
2018-07-17 03:21:00,-4716.68469
2018-07-17 03:22:00,-4716.68469
2018-07-17 03:23:00,-4716.68469
2018-07-17 03:24:00,-4722.83469
2018-07-17 03:25:00,-4719.75969
2018-07-17 03:26:00,-4716.68469
2018-07-17 03:27:00,-4716.68469
2018-07-17 03:28:00,-4710.53469
2018-07-17 03:29:00,-4710.53469
2018-07-17 03:30:00,-4710.53469
2018-07-17 03:31:00,-4710.53469
2018-07-17 03:32:00,-4704.38469
2018-07-17 03:33:00,-4698.23469
2018-07-17 03:34:00,-4698.23469
2018-07-17 03:35:00,-4692.08469
2018-07-17 03:36:00,-4692.08469
2018-07-17 03:37:00,-4698.23469
2018-07-17 03:38:00,-4698.23469
2018-07-17 03:39:00,-4698.23469
2018-07-17 03:40:00,-4698.23469
2018-07-17 03:41:00,-4698.23469
2018-07-17 03:42:00,-4692.08469
2018-07-17 03:43:00,-4698.23469
2018-07-17 03:44:00,-4689.00969
2018-07-17 03:45:00,-4692.08469
2018-07-17 03:46:00,-4698.23469
2018-07-17 03:47:00,-4698.23469
2018-07-17 03:48:00,-4698.23469
2018-07-17 03:49:00,-4692.08469
2018-07-17 03:50:00,-4685.93469
2018-07-17 03:51:00,-4685.93469
2018-07-17 03:52:00,-4685.93469
2018-07-17 03:53:00,-4685.93469
2018-07-17 03:54:00,-4685.93469
2018-07-17 03:55:00,-4685.93469
2018-07-17 03:56:00,-4685.93469
2018-07-17 03:57:00,-4685.93469
2018-07-17 03:58:00,-4685.93469
2018-07-17 03:59:00,-4692.08469
2018-07-17 04:00:00,-4692.08469
2018-07-17 04:01:00,-4692.08469
2018-07-17 04:02:00,-4692.08469
2018-07-17 04:03:00,-4698.23469
2018-07-17 04:04:00,-4698.23469
2018-07-17 04:05:00,-4698.23469
2018-07-17 04:06:00,-4692.08469
2018-07-17 04:07:00,-4692.08469
2018-07-17 04:08:00,-4692.08469
2018-07-17 04:09:00,-4692.08469
2018-07-17 04:10:00,-4692.08469
2018-07-17 04:11:00,-4698.23469
2018-07-17 04:12:00,-4692.08469
2018-07-17 04:13:00,-4692.08469
2018-07-17 04:14:00,-4692.08469
2018-07-17 04:15:00,-4698.23469
2018-07-17 04:16:00,-4692.08469
2018-07-17 04:17:00,-4692.08469
2018-07-17 04:18:00,-4692.08469
2018-07-17 04:19:00,-4692.08469
2018-07-17 04:20:00,-4692.08469
2018-07-17 04:21:00,-4698.23469
2018-07-17 04:22:00,-4692.08469
2018-07-17 04:23:00,-4692.08469
2018-07-17 04:24:00,-4692.08469
2018-07-17 04:25:00,-4692.08469
2018-07-17 04:26:00,-4692.08469
2018-07-17 04:27:00,-4692.08469
2018-07-17 04:28:00,-4692.08469
2018-07-17 04:29:00,-4692.08469
2018-07-17 04:30:00,-4704.38469
2018-07-17 04:31:00,-4704.38469
2018-07-17 04:32:00,-4704.38469
2018-07-17 04:33:00,-4704.38469
2018-07-17 04:34:00,-4710.53469
2018-07-17 04:35:00,-4710.53469
2018-07-17 04:36:00,-4704.38469
2018-07-17 04:37:00,-4704.38469
2018-07-17 04:38:00,-4704.38469
2018-07-17 04:39:00,-4704.38469
2018-07-17 04:40:00,-4704.38469
2018-07-17 04:41:00,-4704.38469
2018-07-17 04:42:00,-4698.23469
2018-07-17 04:43:00,-4698.23469
2018-07-17 04:44:00,-4698.23469
2018-07-17 04:45:00,-4689.00969
2018-07-17 04:46:00,-4692.08469
2018-07-17 04:47:00,-4682.85969
2018-07-17 04:48:00,-4685.93469
2018-07-17 04:49:00,-4685.93469
2018-07-17 04:50:00,-4685.93469
2018-07-17 04:51:00,-4685.93469
2018-07-17 04:52:00,-4679.78469
2018-07-17 04:53:00,-4679.78469
2018-07-17 04:54:00,-4679.78469
2018-07-17 04:55:00,-4679.78469
2018-07-17 04:56:00,-4679.78469
2018-07-17 04:57:00,-4679.78469
2018-07-17 04:58:00,-4685.93469
2018-07-17 04:59:00,-4685.93469
2018-07-17 05:00:00,-4685.93469
2018-07-17 05:01:00,-4692.08469
2018-07-17 05:02:00,-4692.08469
2018-07-17 05:03:00,-4698.23469
2018-07-17 05:04:00,-4698.23469
2018-07-17 05:05:00,-4698.23469
2018-07-17 05:06:00,-4698.23469
2018-07-17 05:07:00,-4698.23469
2018-07-17 05:08:00,-4710.53469
2018-07-17 05:09:00,-4698.23469
2018-07-17 05:10:00,-4698.23469
2018-07-17 05:11:00,-4698.23469
2018-07-17 05:12:00,-4704.38469
2018-07-17 05:13:00,-4710.53469
2018-07-17 05:14:00,-4710.53469
2018-07-17 05:15:00,-4710.53469
2018-07-17 05:16:00,-4716.68469
2018-07-17 05:17:00,-4716.68469
2018-07-17 05:18:00,-4716.68469
2018-07-17 05:19:00,-4716.68469
2018-07-17 05:20:00,-4716.68469
2018-07-17 05:21:00,-4716.68469
2018-07-17 05:22:00,-4716.68469
2018-07-17 05:23:00,-4722.83469
2018-07-17 05:24:00,-4722.83469
2018-07-17 05:25:00,-4722.83469
2018-07-17 05:26:00,-4722.83469
2018-07-17 05:27:00,-4722.83469
2018-07-17 05:28:00,-4722.83469
2018-07-17 05:29:00,-4728.98469
2018-07-17 05:30:00,-4728.98469
2018-07-17 05:31:00,-4728.98469
2018-07-17 05:32:00,-4728.98469
2018-07-17 05:33:00,-4728.98469
2018-07-17 05:34:00,-4728.98469
2018-07-17 05:35:00,-4728.98469
2018-07-17 05:36:00,-4728.98469
2018-07-17 05:37:00,-4728.98469
