,ZW
2018-07-19 01:31:00,384.244476
2018-07-19 01:32:00,384.244476
2018-07-19 01:33:00,384.244476
2018-07-19 01:34:00,381.794476
2018-07-19 01:35:00,384.244476
2018-07-19 01:36:00,379.344476
2018-07-19 01:37:00,384.244476
2018-07-19 01:38:00,389.144476
2018-07-19 01:39:00,386.694476
2018-07-19 01:40:00,384.244476
2018-07-19 01:41:00,389.144476
2018-07-19 01:42:00,384.244476
2018-07-19 01:43:00,389.144476
2018-07-19 01:44:00,389.144476
2018-07-19 01:45:00,389.144476
2018-07-19 01:46:00,389.144476
2018-07-19 01:47:00,389.144476
2018-07-19 01:48:00,389.144476
2018-07-19 01:49:00,389.144476
2018-07-19 01:50:00,389.144476
2018-07-19 01:51:00,389.144476
2018-07-19 01:52:00,389.144476
2018-07-19 01:53:00,389.144476
2018-07-19 01:54:00,389.144476
2018-07-19 01:55:00,389.144476
2018-07-19 01:56:00,389.144476
2018-07-19 01:57:00,389.144476
2018-07-19 01:58:00,389.144476
2018-07-19 01:59:00,389.144476
2018-07-19 02:00:00,389.144476
2018-07-19 02:01:00,389.144476
2018-07-19 02:02:00,389.144476
2018-07-19 02:03:00,389.144476
2018-07-19 02:04:00,389.144476
2018-07-19 02:05:00,408.744476
2018-07-19 02:06:00,408.744476
2018-07-19 02:07:00,413.644476
2018-07-19 02:08:00,418.544476
2018-07-19 02:09:00,418.544476
2018-07-19 02:10:00,413.644476
2018-07-19 02:11:00,408.744476
2018-07-19 02:12:00,403.844476
2018-07-19 02:13:00,403.844476
2018-07-19 02:14:00,403.844476
2018-07-19 02:15:00,401.394476
2018-07-19 02:16:00,403.844476
2018-07-19 02:17:00,403.844476
2018-07-19 02:18:00,401.394476
2018-07-19 02:19:00,403.844476
2018-07-19 02:20:00,401.394476
2018-07-19 02:21:00,398.944476
2018-07-19 02:22:00,398.944476
2018-07-19 02:23:00,398.944476
2018-07-19 02:24:00,398.944476
2018-07-19 02:25:00,398.944476
2018-07-19 02:26:00,398.944476
2018-07-19 02:27:00,398.944476
2018-07-19 02:28:00,398.944476
2018-07-19 02:29:00,398.944476
2018-07-19 02:30:00,398.944476
2018-07-19 02:31:00,403.844476
2018-07-19 02:32:00,403.844476
2018-07-19 02:33:00,398.944476
2018-07-19 02:34:00,396.494476
2018-07-19 02:35:00,394.044476
2018-07-19 02:36:00,394.044476
2018-07-19 02:37:00,394.044476
2018-07-19 02:38:00,394.044476
2018-07-19 02:39:00,394.044476
2018-07-19 02:40:00,394.044476
2018-07-19 02:41:00,394.044476
2018-07-19 02:42:00,394.044476
2018-07-19 02:43:00,394.044476
2018-07-19 02:44:00,389.144476
2018-07-19 02:45:00,389.144476
2018-07-19 02:46:00,394.044476
2018-07-19 02:47:00,389.144476
2018-07-19 02:48:00,394.044476
2018-07-19 02:49:00,394.044476
2018-07-19 02:50:00,394.044476
2018-07-19 02:51:00,394.044476
2018-07-19 02:52:00,394.044476
2018-07-19 02:53:00,394.044476
2018-07-19 02:54:00,394.044476
2018-07-19 02:55:00,389.144476
2018-07-19 02:56:00,386.694476
2018-07-19 02:57:00,379.344476
2018-07-19 02:58:00,379.344476
2018-07-19 02:59:00,389.144476
2018-07-19 03:00:00,384.244476
2018-07-19 03:01:00,389.144476
2018-07-19 03:02:00,389.144476
2018-07-19 03:03:00,389.144476
2018-07-19 03:04:00,384.244476
2018-07-19 03:05:00,384.244476
2018-07-19 03:06:00,384.244476
2018-07-19 03:07:00,384.244476
2018-07-19 03:08:00,384.244476
2018-07-19 03:09:00,384.244476
2018-07-19 03:10:00,384.244476
2018-07-19 03:11:00,384.244476
2018-07-19 03:12:00,384.244476
2018-07-19 03:13:00,384.244476
2018-07-19 03:14:00,384.244476
2018-07-19 03:15:00,384.244476
2018-07-19 03:16:00,384.244476
2018-07-19 03:17:00,384.244476
2018-07-19 03:18:00,374.444476
2018-07-19 03:19:00,374.444476
2018-07-19 03:20:00,374.444476
2018-07-19 03:21:00,374.444476
2018-07-19 03:22:00,374.444476
2018-07-19 03:23:00,374.444476
2018-07-19 03:24:00,374.444476
2018-07-19 03:25:00,374.444476
2018-07-19 03:26:00,374.444476
2018-07-19 03:27:00,374.444476
2018-07-19 03:28:00,374.444476
2018-07-19 03:29:00,369.544476
2018-07-19 03:30:00,369.544476
2018-07-19 03:31:00,364.644476
2018-07-19 03:32:00,359.744476
2018-07-19 03:33:00,354.844476
2018-07-19 03:34:00,354.844476
2018-07-19 03:35:00,354.844476
2018-07-19 03:36:00,349.944476
2018-07-19 03:37:00,349.944476
2018-07-19 03:38:00,349.944476
2018-07-19 03:39:00,349.944476
2018-07-19 03:40:00,349.944476
2018-07-19 03:41:00,349.944476
2018-07-19 03:42:00,364.644476
2018-07-19 03:43:00,364.644476
2018-07-19 03:44:00,364.644476
2018-07-19 03:45:00,364.644476
2018-07-19 03:46:00,364.644476
2018-07-19 03:47:00,354.844476
2018-07-19 03:48:00,349.944476
2018-07-19 03:49:00,345.044476
2018-07-19 03:50:00,349.944476
2018-07-19 03:51:00,349.944476
2018-07-19 03:52:00,345.044476
2018-07-19 03:53:00,349.944476
2018-07-19 03:54:00,349.944476
2018-07-19 03:55:00,349.944476
2018-07-19 03:56:00,349.944476
2018-07-19 03:57:00,349.944476
2018-07-19 03:58:00,349.944476
2018-07-19 03:59:00,349.944476
2018-07-19 04:00:00,349.944476
2018-07-19 04:01:00,345.044476
2018-07-19 04:02:00,345.044476
2018-07-19 04:03:00,345.044476
2018-07-19 04:04:00,340.144476
2018-07-19 04:05:00,340.144476
2018-07-19 04:06:00,340.144476
2018-07-19 04:07:00,345.044476
2018-07-19 04:08:00,349.944476
2018-07-19 04:09:00,349.944476
2018-07-19 04:10:00,357.294476
2018-07-19 04:11:00,357.294476
2018-07-19 04:12:00,369.544476
2018-07-19 04:13:00,374.444476
2018-07-19 04:14:00,364.644476
2018-07-19 04:15:00,374.444476
2018-07-19 04:16:00,379.344476
2018-07-19 04:17:00,381.794476
2018-07-19 04:18:00,374.444476
2018-07-19 04:19:00,376.894476
2018-07-19 04:20:00,376.894476
2018-07-19 04:21:00,379.344476
2018-07-19 04:22:00,379.344476
2018-07-19 04:23:00,386.694476
2018-07-19 04:24:00,386.694476
2018-07-19 04:25:00,384.244476
2018-07-19 04:26:00,384.244476
2018-07-19 04:27:00,384.244476
2018-07-19 04:28:00,394.044476
2018-07-19 04:29:00,394.044476
2018-07-19 04:30:00,394.044476
2018-07-19 04:31:00,389.144476
2018-07-19 04:32:00,379.344476
2018-07-19 04:33:00,384.244476
2018-07-19 04:34:00,386.694476
2018-07-19 04:35:00,398.944476
2018-07-19 04:36:00,398.944476
2018-07-19 04:37:00,398.944476
2018-07-19 04:38:00,398.944476
2018-07-19 04:39:00,391.594476
2018-07-19 04:40:00,389.144476
2018-07-19 04:41:00,389.144476
2018-07-19 04:42:00,384.244476
2018-07-19 04:43:00,384.244476
2018-07-19 04:44:00,386.694476
2018-07-19 04:45:00,386.694476
2018-07-19 04:46:00,386.694476
2018-07-19 04:47:00,389.144476
2018-07-19 04:48:00,389.144476
2018-07-19 04:49:00,389.144476
2018-07-19 04:50:00,384.244476
2018-07-19 04:51:00,384.244476
2018-07-19 04:52:00,384.244476
2018-07-19 04:53:00,384.244476
2018-07-19 04:54:00,384.244476
2018-07-19 04:55:00,384.244476
2018-07-19 04:56:00,384.244476
2018-07-19 04:57:00,384.244476
2018-07-19 04:58:00,384.244476
2018-07-19 04:59:00,379.344476
2018-07-19 05:00:00,379.344476
2018-07-19 05:01:00,379.344476
2018-07-19 05:02:00,384.244476
2018-07-19 05:03:00,394.044476
2018-07-19 05:04:00,391.594476
2018-07-19 05:05:00,381.794476
2018-07-19 05:06:00,381.794476
2018-07-19 05:07:00,381.794476
2018-07-19 05:08:00,379.344476
2018-07-19 05:09:00,384.244476
2018-07-19 05:10:00,384.244476
2018-07-19 05:11:00,384.244476
2018-07-19 05:12:00,384.244476
2018-07-19 05:13:00,384.244476
2018-07-19 05:14:00,384.244476
2018-07-19 05:15:00,384.244476
2018-07-19 05:16:00,384.244476
2018-07-19 05:17:00,384.244476
2018-07-19 05:18:00,379.344476
2018-07-19 05:19:00,374.444476
2018-07-19 05:20:00,367.094476
2018-07-19 05:21:00,364.644476
2018-07-19 05:22:00,364.644476
2018-07-19 05:23:00,364.644476
2018-07-19 05:24:00,367.094476
2018-07-19 05:25:00,364.644476
2018-07-19 05:26:00,367.094476
2018-07-19 05:27:00,371.994476
2018-07-19 05:28:00,369.544476
2018-07-19 05:29:00,369.544476
2018-07-19 05:30:00,374.444476
2018-07-19 05:31:00,374.444476
2018-07-19 05:32:00,374.444476
2018-07-19 05:33:00,374.444476
2018-07-19 05:34:00,374.444476
2018-07-19 05:35:00,371.994476
2018-07-19 05:36:00,369.544476
2018-07-19 05:37:00,364.644476
2018-07-19 05:38:00,367.094476
2018-07-19 05:39:00,369.544476
2018-07-19 05:40:00,364.644476
2018-07-19 05:41:00,364.644476
2018-07-19 05:42:00,364.644476
2018-07-19 05:43:00,364.644476
2018-07-19 05:44:00,371.994476
2018-07-19 05:45:00,374.444476
2018-07-19 05:46:00,369.544476
2018-07-19 05:47:00,371.994476
2018-07-19 05:48:00,371.994476
2018-07-19 05:49:00,379.344476
2018-07-19 05:50:00,379.344476
2018-07-19 05:51:00,379.344476
2018-07-19 05:52:00,379.344476
2018-07-19 05:53:00,379.344476
2018-07-19 05:54:00,376.894476
2018-07-19 05:55:00,376.894476
2018-07-19 05:56:00,376.894476
2018-07-19 05:57:00,374.444476
2018-07-19 05:58:00,379.344476
2018-07-19 05:59:00,379.344476
2018-07-19 06:00:00,379.344476
2018-07-19 06:01:00,376.894476
2018-07-19 06:02:00,374.444476
2018-07-19 06:03:00,374.444476
2018-07-19 06:04:00,374.444476
2018-07-19 06:05:00,374.444476
2018-07-19 06:06:00,374.444476
2018-07-19 06:07:00,374.444476
2018-07-19 06:08:00,376.894476
2018-07-19 06:09:00,381.794476
2018-07-19 06:10:00,381.794476
2018-07-19 06:11:00,379.344476
2018-07-19 06:12:00,379.344476
2018-07-19 06:13:00,379.344476
2018-07-19 06:14:00,384.244476
2018-07-19 06:15:00,384.244476
2018-07-19 06:16:00,384.244476
2018-07-19 06:17:00,379.344476
2018-07-19 06:18:00,391.594476
2018-07-19 06:19:00,386.694476
2018-07-19 06:20:00,376.894476
2018-07-19 06:21:00,379.344476
2018-07-19 06:22:00,379.344476
2018-07-19 06:23:00,384.244476
2018-07-19 06:24:00,379.344476
2018-07-19 06:25:00,374.444476
2018-07-19 06:26:00,376.894476
2018-07-19 06:27:00,379.344476
2018-07-19 06:28:00,376.894476
2018-07-19 06:29:00,379.344476
2018-07-19 06:30:00,381.794476
2018-07-19 06:31:00,384.244476
2018-07-19 06:32:00,381.794476
2018-07-19 06:33:00,384.244476
2018-07-19 06:34:00,384.244476
2018-07-19 06:35:00,384.244476
2018-07-19 06:36:00,384.244476
2018-07-19 06:37:00,386.694476
2018-07-19 06:38:00,389.144476
2018-07-19 06:39:00,384.244476
2018-07-19 06:40:00,384.244476
2018-07-19 06:41:00,386.694476
2018-07-19 06:42:00,376.894476
2018-07-19 06:43:00,374.444476
2018-07-19 06:44:00,371.994476
2018-07-19 06:45:00,369.544476
2018-07-19 06:46:00,371.994476
2018-07-19 06:47:00,371.994476
2018-07-19 06:48:00,374.444476
2018-07-19 06:49:00,374.444476
2018-07-19 06:50:00,376.894476
2018-07-19 06:51:00,374.444476
2018-07-19 06:52:00,374.444476
2018-07-19 06:53:00,369.544476
2018-07-19 06:54:00,369.544476
2018-07-19 06:55:00,369.544476
2018-07-19 06:56:00,369.544476
2018-07-19 06:57:00,369.544476
2018-07-19 06:58:00,367.094476
2018-07-19 06:59:00,364.644476
2018-07-19 07:00:00,369.544476
2018-07-19 07:01:00,367.094476
2018-07-19 07:02:00,374.444476
2018-07-19 07:03:00,374.444476
2018-07-19 07:04:00,379.344476
2018-07-19 07:05:00,379.344476
2018-07-19 07:06:00,379.344476
2018-07-19 07:07:00,384.244476
2018-07-19 07:08:00,384.244476
2018-07-19 07:09:00,384.244476
2018-07-19 07:10:00,384.244476
2018-07-19 07:11:00,384.244476
2018-07-19 07:12:00,384.244476
2018-07-19 07:13:00,384.244476
2018-07-19 07:14:00,384.244476
2018-07-19 07:15:00,389.144476
2018-07-19 07:16:00,389.144476
2018-07-19 07:17:00,389.144476
2018-07-19 07:18:00,386.694476
2018-07-19 07:19:00,384.244476
2018-07-19 07:20:00,384.244476
2018-07-19 07:21:00,394.044476
2018-07-19 07:22:00,394.044476
2018-07-19 07:23:00,394.044476
2018-07-19 07:24:00,394.044476
2018-07-19 07:25:00,398.944476
2018-07-19 07:26:00,398.944476
2018-07-19 07:27:00,398.944476
2018-07-19 07:28:00,398.944476
2018-07-19 07:29:00,398.944476
2018-07-19 07:30:00,401.394476
2018-07-19 07:31:00,398.944476
2018-07-19 07:32:00,403.844476
2018-07-19 07:33:00,403.844476
2018-07-19 07:34:00,403.844476
2018-07-19 07:35:00,406.294476
2018-07-19 07:36:00,403.844476
2018-07-19 07:37:00,408.744476
2018-07-19 07:38:00,408.744476
2018-07-19 07:39:00,406.294476
2018-07-19 07:40:00,408.744476
2018-07-19 07:41:00,413.644476
2018-07-19 07:42:00,413.644476
2018-07-19 07:43:00,418.544476
2018-07-19 07:44:00,423.444476
2018-07-19 08:29:00,420.994476
2018-07-19 08:30:00,447.944476
2018-07-19 08:31:00,447.944476
2018-07-19 08:32:00,462.644476
2018-07-19 08:33:00,462.644476
2018-07-19 08:34:00,472.444476
2018-07-19 08:35:00,487.144476
2018-07-19 08:36:00,477.344476
2018-07-19 08:37:00,516.544476
2018-07-19 08:38:00,506.744476
2018-07-19 08:39:00,526.344476
2018-07-19 08:40:00,550.844476
2018-07-19 08:41:00,526.344476
2018-07-19 08:42:00,531.244476
2018-07-19 08:43:00,531.244476
2018-07-19 08:44:00,531.244476
2018-07-19 08:45:00,536.144476
2018-07-19 08:46:00,555.744476
2018-07-19 08:47:00,575.344476
2018-07-19 08:48:00,585.144476
2018-07-19 08:49:00,570.444476
2018-07-19 08:50:00,570.444476
2018-07-19 08:51:00,575.344476
2018-07-19 08:52:00,565.544476
2018-07-19 08:53:00,575.344476
2018-07-19 08:54:00,570.444476
2018-07-19 08:55:00,555.744476
2018-07-19 08:56:00,565.544476
2018-07-19 08:57:00,570.444476
2018-07-19 08:58:00,560.644476
2018-07-19 08:59:00,565.544476
2018-07-19 09:00:00,565.544476
2018-07-19 09:01:00,550.844476
2018-07-19 09:02:00,536.144476
2018-07-19 09:03:00,538.594476
2018-07-19 09:04:00,545.944476
2018-07-19 09:05:00,560.644476
2018-07-19 09:06:00,570.444476
2018-07-19 09:07:00,575.344476
2018-07-19 09:08:00,570.444476
2018-07-19 09:09:00,560.644476
2018-07-19 09:10:00,553.294476
2018-07-19 09:11:00,555.744476
2018-07-19 09:12:00,560.644476
2018-07-19 09:13:00,570.444476
2018-07-19 09:14:00,570.444476
2018-07-19 09:15:00,560.644476
2018-07-19 09:16:00,545.944476
2018-07-19 09:17:00,541.044476
2018-07-19 09:18:00,541.044476
2018-07-19 09:19:00,541.044476
2018-07-19 09:20:00,560.644476
2018-07-19 09:21:00,560.644476
2018-07-19 09:22:00,560.644476
2018-07-19 09:23:00,560.644476
2018-07-19 09:24:00,555.744476
2018-07-19 09:25:00,543.494476
2018-07-19 09:26:00,541.044476
2018-07-19 09:27:00,541.044476
2018-07-19 09:28:00,545.944476
2018-07-19 09:29:00,550.844476
2018-07-19 09:30:00,580.244476
2018-07-19 09:31:00,585.144476
2018-07-19 09:32:00,585.144476
2018-07-19 09:33:00,592.494476
2018-07-19 09:34:00,594.944476
2018-07-19 09:35:00,599.844476
2018-07-19 09:36:00,602.294476
2018-07-19 09:37:00,599.844476
2018-07-19 09:38:00,604.744476
2018-07-19 09:39:00,626.794476
2018-07-19 09:40:00,614.544476
2018-07-19 09:41:00,614.544476
2018-07-19 09:42:00,619.444476
2018-07-19 09:43:00,619.444476
2018-07-19 09:44:00,602.294476
2018-07-19 09:45:00,609.644476
2018-07-19 09:46:00,614.544476
2018-07-19 09:47:00,614.544476
2018-07-19 09:48:00,619.444476
2018-07-19 09:49:00,609.644476
2018-07-19 09:50:00,614.544476
2018-07-19 09:51:00,604.744476
2018-07-19 09:52:00,619.444476
2018-07-19 09:53:00,609.644476
2018-07-19 09:54:00,604.744476
2018-07-19 09:55:00,614.544476
2018-07-19 09:56:00,619.444476
2018-07-19 09:57:00,614.544476
2018-07-19 09:58:00,619.444476
2018-07-19 09:59:00,614.544476
2018-07-19 10:00:00,619.444476
2018-07-19 10:01:00,624.344476
2018-07-19 10:02:00,609.644476
2018-07-19 10:03:00,619.444476
2018-07-19 10:04:00,609.644476
2018-07-19 10:05:00,609.644476
2018-07-19 10:06:00,604.744476
2018-07-19 10:07:00,599.844476
2018-07-19 10:08:00,604.744476
2018-07-19 10:09:00,609.644476
2018-07-19 10:10:00,609.644476
2018-07-19 10:11:00,609.644476
2018-07-19 10:12:00,614.544476
2018-07-19 10:13:00,594.944476
2018-07-19 10:14:00,599.844476
2018-07-19 10:15:00,609.644476
2018-07-19 10:16:00,614.544476
2018-07-19 10:17:00,609.644476
2018-07-19 10:18:00,614.544476
2018-07-19 10:19:00,614.544476
2018-07-19 10:20:00,614.544476
2018-07-19 10:21:00,614.544476
2018-07-19 10:22:00,614.544476
2018-07-19 10:23:00,609.644476
2018-07-19 10:24:00,614.544476
2018-07-19 10:25:00,614.544476
2018-07-19 10:26:00,614.544476
2018-07-19 10:27:00,587.594476
2018-07-19 10:28:00,590.044476
2018-07-19 10:29:00,602.294476
2018-07-19 10:30:00,599.844476
2018-07-19 10:31:00,594.944476
2018-07-19 10:32:00,594.944476
2018-07-19 10:33:00,599.844476
2018-07-19 10:34:00,602.294476
2018-07-19 10:35:00,604.744476
2018-07-19 10:36:00,594.944476
2018-07-19 10:37:00,580.244476
2018-07-19 10:38:00,575.344476
2018-07-19 10:39:00,575.344476
2018-07-19 10:40:00,580.244476
2018-07-19 10:41:00,575.344476
2018-07-19 10:42:00,575.344476
2018-07-19 10:43:00,565.544476
2018-07-19 10:44:00,550.844476
2018-07-19 10:45:00,555.744476
2018-07-19 10:46:00,560.644476
2018-07-19 10:47:00,565.544476
2018-07-19 10:48:00,565.544476
2018-07-19 10:49:00,570.444476
2018-07-19 10:50:00,570.444476
2018-07-19 10:51:00,570.444476
2018-07-19 10:52:00,565.544476
2018-07-19 10:53:00,560.644476
2018-07-19 10:54:00,570.444476
2018-07-19 10:55:00,570.444476
2018-07-19 10:56:00,575.344476
2018-07-19 10:57:00,575.344476
2018-07-19 10:58:00,580.244476
2018-07-19 10:59:00,590.044476
2018-07-19 11:00:00,582.694476
2018-07-19 11:01:00,585.144476
2018-07-19 11:02:00,585.144476
2018-07-19 11:03:00,592.494476
2018-07-19 11:04:00,582.694476
2018-07-19 11:05:00,585.144476
2018-07-19 11:06:00,590.044476
2018-07-19 11:07:00,590.044476
2018-07-19 11:08:00,590.044476
2018-07-19 11:09:00,590.044476
2018-07-19 11:10:00,580.244476
2018-07-19 11:11:00,585.144476
2018-07-19 11:12:00,594.944476
2018-07-19 11:13:00,590.044476
2018-07-19 11:14:00,590.044476
2018-07-19 11:15:00,587.594476
2018-07-19 11:16:00,594.944476
2018-07-19 11:17:00,599.844476
2018-07-19 11:18:00,604.744476
2018-07-19 11:19:00,609.644476
2018-07-19 11:20:00,604.744476
2018-07-19 11:21:00,604.744476
2018-07-19 11:22:00,590.044476
2018-07-19 11:23:00,594.944476
2018-07-19 11:24:00,599.844476
2018-07-19 11:25:00,592.494476
2018-07-19 11:26:00,590.044476
2018-07-19 11:27:00,590.044476
2018-07-19 11:28:00,587.594476
2018-07-19 11:29:00,587.594476
2018-07-19 11:30:00,585.144476
2018-07-19 11:31:00,580.244476
2018-07-19 11:32:00,585.144476
2018-07-19 11:33:00,590.044476
2018-07-19 11:34:00,585.144476
2018-07-19 11:35:00,590.044476
2018-07-19 11:36:00,590.044476
2018-07-19 11:37:00,590.044476
2018-07-19 11:38:00,585.144476
2018-07-19 11:39:00,585.144476
2018-07-19 11:40:00,585.144476
2018-07-19 11:41:00,575.344476
2018-07-19 11:42:00,575.344476
2018-07-19 11:43:00,570.444476
2018-07-19 11:44:00,570.444476
2018-07-19 11:45:00,575.344476
2018-07-19 11:46:00,590.044476
2018-07-19 11:47:00,585.144476
2018-07-19 11:48:00,585.144476
2018-07-19 11:49:00,590.044476
2018-07-19 11:50:00,580.244476
2018-07-19 11:51:00,570.444476
2018-07-19 11:52:00,575.344476
2018-07-19 11:53:00,575.344476
2018-07-19 11:54:00,575.344476
2018-07-19 11:55:00,585.144476
2018-07-19 11:56:00,580.244476
2018-07-19 11:57:00,585.144476
2018-07-19 11:58:00,580.244476
2018-07-19 11:59:00,577.794476
2018-07-19 12:00:00,577.794476
2018-07-19 12:01:00,582.694476
2018-07-19 12:02:00,585.144476
2018-07-19 12:03:00,580.244476
2018-07-19 12:04:00,577.794476
2018-07-19 12:05:00,585.144476
2018-07-19 12:06:00,580.244476
2018-07-19 12:07:00,590.044476
2018-07-19 12:08:00,590.044476
2018-07-19 12:09:00,590.044476
2018-07-19 12:10:00,590.044476
2018-07-19 12:11:00,590.044476
2018-07-19 12:12:00,590.044476
2018-07-19 12:13:00,590.044476
2018-07-19 12:14:00,599.844476
2018-07-19 12:15:00,599.844476
2018-07-19 12:16:00,604.744476
2018-07-19 12:17:00,602.294476
2018-07-19 12:18:00,594.944476
2018-07-19 12:19:00,594.944476
2018-07-19 12:20:00,587.594476
2018-07-19 12:21:00,580.244476
2018-07-19 12:22:00,585.144476
2018-07-19 12:23:00,590.044476
2018-07-19 12:24:00,590.044476
2018-07-19 12:25:00,592.494476
2018-07-19 12:26:00,585.144476
2018-07-19 12:27:00,587.594476
2018-07-19 12:28:00,585.144476
2018-07-19 12:29:00,590.044476
2018-07-19 12:30:00,592.494476
2018-07-19 12:31:00,594.944476
2018-07-19 12:32:00,590.044476
2018-07-19 12:33:00,580.244476
2018-07-19 12:34:00,585.144476
2018-07-19 12:35:00,590.044476
2018-07-19 12:36:00,590.044476
2018-07-19 12:37:00,599.844476
2018-07-19 12:38:00,599.844476
2018-07-19 12:39:00,604.744476
2018-07-19 12:40:00,604.744476
2018-07-19 12:41:00,609.644476
2018-07-19 12:42:00,609.644476
2018-07-19 12:43:00,609.644476
2018-07-19 12:44:00,599.844476
2018-07-19 12:45:00,599.844476
2018-07-19 12:46:00,599.844476
2018-07-19 12:47:00,607.194476
2018-07-19 12:48:00,614.544476
2018-07-19 12:49:00,604.744476
2018-07-19 12:50:00,599.844476
2018-07-19 12:51:00,599.844476
2018-07-19 12:52:00,594.944476
2018-07-19 12:53:00,604.744476
2018-07-19 12:54:00,602.294476
2018-07-19 12:55:00,599.844476
2018-07-19 12:56:00,604.744476
2018-07-19 12:57:00,609.644476
2018-07-19 12:58:00,604.744476
2018-07-19 12:59:00,604.744476
2018-07-19 13:00:00,614.544476
2018-07-19 13:01:00,619.444476
2018-07-19 13:02:00,619.444476
2018-07-19 13:03:00,604.744476
2018-07-19 13:04:00,609.644476
2018-07-19 13:05:00,609.644476
2018-07-19 13:06:00,604.744476
2018-07-19 13:07:00,599.844476
2018-07-19 13:08:00,604.744476
2018-07-19 13:09:00,604.744476
2018-07-19 13:10:00,599.844476
2018-07-19 13:11:00,599.844476
2018-07-19 13:12:00,599.844476
2018-07-19 13:13:00,599.844476
2018-07-19 13:14:00,590.044476
2018-07-19 13:15:00,590.044476
2018-07-19 13:16:00,585.144476
2018-07-19 13:17:00,580.244476
2018-07-19 13:18:00,575.344476
2018-07-19 13:19:00,575.344476
2018-07-19 18:59:00,587.594476
2018-07-19 19:00:00,599.844476
2018-07-19 19:01:00,594.944476
2018-07-19 19:02:00,594.944476
2018-07-19 19:03:00,599.844476
2018-07-19 19:04:00,599.844476
2018-07-19 19:05:00,599.844476
2018-07-19 19:06:00,599.844476
2018-07-19 19:07:00,599.844476
2018-07-19 19:08:00,602.294476
2018-07-19 19:09:00,599.844476
2018-07-19 19:10:00,599.844476
2018-07-19 19:11:00,609.644476
2018-07-19 19:12:00,614.544476
2018-07-19 19:13:00,619.444476
2018-07-19 19:14:00,629.244476
2018-07-19 19:15:00,629.244476
2018-07-19 19:16:00,624.344476
2018-07-19 19:17:00,624.344476
2018-07-19 19:18:00,624.344476
2018-07-19 19:19:00,624.344476
