,C6
2018-01-02 06:05:00,-5973.681
2018-01-02 06:06:00,-5970.111
2018-01-02 06:07:00,-5959.401
2018-01-02 06:08:00,-5959.401
2018-01-02 06:09:00,-5957.616
2018-01-02 06:10:00,-5950.476
2018-01-02 06:11:00,-5950.476
2018-01-02 06:12:00,-5948.691
2018-01-02 06:13:00,-5973.681
2018-01-02 06:14:00,-5962.971
2018-01-02 06:15:00,-5959.401
2018-01-02 06:16:00,-5959.401
2018-01-02 06:17:00,-5946.906
2018-01-02 06:18:00,-5937.981
2018-01-02 06:19:00,-5934.411
2018-01-02 06:20:00,-5930.841
2018-01-02 06:21:00,-5934.411
2018-01-02 06:22:00,-5927.271
2018-01-02 06:23:00,-5927.271
2018-01-02 06:24:00,-5927.271
2018-01-02 06:25:00,-5923.701
2018-01-02 06:26:00,-5916.561
2018-01-02 06:27:00,-5916.561
2018-01-02 06:28:00,-5927.271
2018-01-02 06:29:00,-5937.981
2018-01-02 06:30:00,-5937.981
2018-01-02 06:31:00,-5939.766
2018-01-02 06:32:00,-5941.551
2018-01-02 06:33:00,-5941.551
2018-01-02 06:34:00,-5925.486
2018-01-02 06:35:00,-5912.991
2018-01-02 06:36:00,-5914.776
2018-01-02 06:37:00,-5923.701
2018-01-02 06:38:00,-5927.271
2018-01-02 06:39:00,-5930.841
2018-01-02 06:40:00,-5934.411
2018-01-02 06:41:00,-5934.411
2018-01-02 06:42:00,-5930.841
2018-01-02 06:43:00,-5936.196
2018-01-02 06:44:00,-5934.411
2018-01-02 06:45:00,-5934.411
2018-01-02 06:46:00,-5934.411
2018-01-02 06:47:00,-5934.411
2018-01-02 06:48:00,-5930.841
2018-01-02 06:49:00,-5930.841
2018-01-02 06:50:00,-5930.841
2018-01-02 06:51:00,-5930.841
2018-01-02 06:52:00,-5930.841
2018-01-02 06:53:00,-5930.841
2018-01-02 06:54:00,-5930.841
2018-01-02 06:55:00,-5927.271
2018-01-02 06:56:00,-5929.056
2018-01-02 06:57:00,-5930.841
2018-01-02 06:58:00,-5934.411
2018-01-02 06:59:00,-5954.046
2018-01-02 07:00:00,-5955.831
2018-01-02 07:01:00,-5952.261
2018-01-02 07:02:00,-5955.831
2018-01-02 07:03:00,-5948.691
2018-01-02 07:04:00,-5948.691
2018-01-02 07:05:00,-5945.121
2018-01-02 07:06:00,-5946.906
2018-01-02 07:07:00,-5948.691
2018-01-02 07:08:00,-5952.261
2018-01-02 07:09:00,-5966.541
2018-01-02 07:10:00,-5979.036
2018-01-02 07:11:00,-5973.681
2018-01-02 07:12:00,-5961.186
2018-01-02 07:13:00,-5961.186
2018-01-02 07:14:00,-5962.971
2018-01-02 07:15:00,-5954.046
2018-01-02 07:16:00,-5939.766
2018-01-02 07:17:00,-5939.766
2018-01-02 07:18:00,-5937.981
2018-01-02 07:19:00,-5923.701
2018-01-02 07:20:00,-5939.766
2018-01-02 07:21:00,-5941.551
2018-01-02 07:22:00,-5934.411
2018-01-02 07:23:00,-5930.841
2018-01-02 07:24:00,-5934.411
2018-01-02 07:25:00,-5937.981
2018-01-02 07:26:00,-5937.981
2018-01-02 07:27:00,-5945.121
2018-01-02 07:28:00,-5941.551
2018-01-02 07:29:00,-5945.121
2018-01-02 07:30:00,-5927.271
2018-01-02 07:31:00,-5923.701
2018-01-02 07:32:00,-5916.561
2018-01-02 07:33:00,-5916.561
2018-01-02 07:34:00,-5916.561
2018-01-02 07:35:00,-5927.271
2018-01-02 07:36:00,-5934.411
2018-01-02 07:37:00,-5948.691
2018-01-02 07:38:00,-5945.121
2018-01-02 07:39:00,-5939.766
2018-01-02 07:40:00,-5941.551
2018-01-02 07:41:00,-5934.411
2018-01-02 07:42:00,-5937.981
2018-01-02 07:43:00,-5920.131
2018-01-02 07:44:00,-5923.701
2018-01-02 07:45:00,-5923.701
2018-01-02 07:46:00,-5923.701
2018-01-02 07:47:00,-5934.411
2018-01-02 07:48:00,-5930.841
2018-01-02 07:49:00,-5927.271
2018-01-02 07:50:00,-5936.196
2018-01-02 07:51:00,-5923.701
2018-01-02 07:52:00,-5923.701
2018-01-02 07:53:00,-5920.131
2018-01-02 07:54:00,-5920.131
2018-01-02 07:55:00,-5927.271
2018-01-02 07:56:00,-5929.056
2018-01-02 07:57:00,-5943.336
2018-01-02 07:58:00,-5930.841
2018-01-02 07:59:00,-5923.701
2018-01-02 08:00:00,-5911.206
2018-01-02 08:01:00,-5921.916
2018-01-02 08:02:00,-5927.271
2018-01-02 08:03:00,-5945.121
2018-01-02 08:04:00,-5941.551
2018-01-02 08:05:00,-5943.336
2018-01-02 08:06:00,-5932.626
2018-01-02 08:07:00,-5934.411
2018-01-02 08:08:00,-5936.196
2018-01-02 08:09:00,-5941.551
2018-01-02 08:10:00,-5934.411
2018-01-02 08:11:00,-5927.271
2018-01-02 08:12:00,-5932.626
2018-01-02 08:13:00,-5945.121
2018-01-02 08:14:00,-5941.551
2018-01-02 08:15:00,-5936.196
2018-01-02 08:16:00,-5939.766
2018-01-02 08:17:00,-5941.551
2018-01-02 08:18:00,-5941.551
2018-01-02 08:19:00,-5945.121
2018-01-02 08:20:00,-5943.336
2018-01-02 08:21:00,-5945.121
2018-01-02 08:22:00,-5945.121
2018-01-02 08:23:00,-5962.971
2018-01-02 08:24:00,-5964.756
2018-01-02 08:25:00,-5955.831
2018-01-02 08:26:00,-5950.476
2018-01-02 08:27:00,-5955.831
2018-01-02 08:28:00,-5955.831
2018-01-02 08:29:00,-5952.261
2018-01-02 08:30:00,-5945.121
2018-01-02 08:31:00,-5930.841
2018-01-02 08:32:00,-5923.701
2018-01-02 08:33:00,-5920.131
2018-01-02 08:34:00,-5916.561
2018-01-02 08:35:00,-5923.701
2018-01-02 08:36:00,-5930.841
2018-01-02 08:37:00,-5916.561
2018-01-02 08:38:00,-5916.561
2018-01-02 08:39:00,-5918.346
2018-01-02 08:40:00,-5921.916
2018-01-02 08:41:00,-5916.561
2018-01-02 08:42:00,-5907.636
2018-01-02 08:43:00,-5914.776
2018-01-02 08:44:00,-5889.786
2018-01-02 08:45:00,-5896.926
2018-01-02 08:46:00,-5904.066
2018-01-02 08:47:00,-5891.571
2018-01-02 08:48:00,-5888.001
2018-01-02 08:49:00,-5888.001
2018-01-02 08:50:00,-5920.131
2018-01-02 08:51:00,-5911.206
2018-01-02 08:52:00,-5912.991
2018-01-02 08:53:00,-5907.636
2018-01-02 08:54:00,-5925.486
2018-01-02 08:55:00,-5937.981
2018-01-02 08:56:00,-5941.551
2018-01-02 08:57:00,-5939.766
2018-01-02 08:58:00,-5954.046
2018-01-02 08:59:00,-5955.831
2018-01-02 09:00:00,-5941.551
2018-01-02 09:01:00,-5927.271
2018-01-02 09:02:00,-5904.066
2018-01-02 09:03:00,-5896.926
2018-01-02 09:04:00,-5916.561
2018-01-02 09:05:00,-5923.701
2018-01-02 09:06:00,-5923.701
2018-01-02 09:07:00,-5941.551
2018-01-02 09:08:00,-5937.981
2018-01-02 09:09:00,-5930.841
2018-01-02 09:10:00,-5934.411
2018-01-02 09:11:00,-5941.551
2018-01-02 09:12:00,-5948.691
2018-01-02 09:13:00,-5945.121
2018-01-02 09:14:00,-5937.981
2018-01-02 09:15:00,-5934.411
2018-01-02 09:16:00,-5927.271
2018-01-02 09:17:00,-5918.346
2018-01-02 09:18:00,-5909.421
2018-01-02 09:19:00,-5918.346
2018-01-02 09:20:00,-5925.486
2018-01-02 09:21:00,-5907.636
2018-01-02 09:22:00,-5905.851
2018-01-02 09:23:00,-5895.141
2018-01-02 09:24:00,-5898.711
2018-01-02 09:25:00,-5895.141
2018-01-02 09:26:00,-5880.861
2018-01-02 09:27:00,-5884.431
2018-01-02 09:28:00,-5911.206
2018-01-02 09:29:00,-5916.561
2018-01-02 09:30:00,-5921.916
2018-01-02 09:31:00,-5920.131
2018-01-02 09:32:00,-5932.626
2018-01-02 09:33:00,-5934.411
2018-01-02 09:34:00,-5936.196
2018-01-02 09:35:00,-5927.271
2018-01-02 09:36:00,-5925.486
2018-01-02 09:37:00,-5927.271
2018-01-02 09:38:00,-5934.411
2018-01-02 09:39:00,-5943.336
2018-01-02 09:40:00,-5948.691
2018-01-02 09:41:00,-5941.551
2018-01-02 09:42:00,-5945.121
2018-01-02 09:43:00,-5943.336
2018-01-02 09:44:00,-5941.551
2018-01-02 09:45:00,-5943.336
2018-01-02 09:46:00,-5934.411
2018-01-02 09:47:00,-5921.916
2018-01-02 09:48:00,-5923.701
2018-01-02 09:49:00,-5923.701
2018-01-02 09:50:00,-5923.701
2018-01-02 09:51:00,-5907.636
2018-01-02 09:52:00,-5891.571
2018-01-02 09:53:00,-5891.571
2018-01-02 09:54:00,-5893.356
2018-01-02 09:55:00,-5889.786
2018-01-02 09:56:00,-5882.646
2018-01-02 09:57:00,-5805.891
2018-01-02 09:58:00,-5805.891
2018-01-02 09:59:00,-5784.471
2018-01-02 10:00:00,-5793.396
2018-01-02 10:01:00,-5798.751
2018-01-02 10:02:00,-5795.181
2018-01-02 10:03:00,-5805.891
2018-01-02 10:04:00,-5809.461
2018-01-02 10:05:00,-5802.321
2018-01-02 10:06:00,-5791.611
2018-01-02 10:07:00,-5780.901
2018-01-02 10:08:00,-5788.041
2018-01-02 10:09:00,-5793.396
2018-01-02 10:10:00,-5780.901
2018-01-02 10:11:00,-5777.331
2018-01-02 10:12:00,-5780.901
2018-01-02 10:13:00,-5784.471
2018-01-02 10:14:00,-5784.471
2018-01-02 10:15:00,-5791.611
2018-01-02 10:16:00,-5791.611
2018-01-02 10:17:00,-5786.256
2018-01-02 10:18:00,-5788.041
2018-01-02 10:19:00,-5784.471
2018-01-02 10:20:00,-5786.256
2018-01-02 10:21:00,-5798.751
2018-01-02 10:22:00,-5800.536
2018-01-02 10:23:00,-5805.891
2018-01-02 10:24:00,-5804.106
2018-01-02 10:25:00,-5809.461
2018-01-02 10:26:00,-5805.891
2018-01-02 10:27:00,-5816.601
2018-01-02 10:28:00,-5813.031
2018-01-02 10:29:00,-5814.816
2018-01-02 10:30:00,-5814.816
2018-01-02 10:31:00,-5813.031
2018-01-02 10:32:00,-5805.891
2018-01-02 10:33:00,-5804.106
2018-01-02 10:34:00,-5802.321
2018-01-02 10:35:00,-5805.891
2018-01-02 10:36:00,-5809.461
2018-01-02 10:37:00,-5818.386
2018-01-02 10:38:00,-5825.526
2018-01-02 10:39:00,-5809.461
2018-01-02 10:40:00,-5814.816
2018-01-02 10:41:00,-5820.171
2018-01-02 10:42:00,-5802.321
2018-01-02 10:43:00,-5805.891
2018-01-02 10:44:00,-5814.816
2018-01-02 10:45:00,-5805.891
2018-01-02 10:46:00,-5795.181
2018-01-02 10:47:00,-5796.966
2018-01-02 10:48:00,-5802.321
2018-01-02 10:49:00,-5802.321
2018-01-02 10:50:00,-5791.611
2018-01-02 10:51:00,-5788.041
2018-01-02 10:52:00,-5791.611
2018-01-02 10:53:00,-5780.901
2018-01-02 10:54:00,-5773.761
2018-01-02 10:55:00,-5789.826
2018-01-02 10:56:00,-5795.181
2018-01-02 10:57:00,-5804.106
2018-01-02 10:58:00,-5804.106
2018-01-02 10:59:00,-5809.461
2018-01-02 11:00:00,-5795.181
2018-01-02 11:01:00,-5791.611
2018-01-02 11:02:00,-5795.181
2018-01-02 11:03:00,-5780.901
2018-01-02 11:04:00,-5788.041
2018-01-02 11:05:00,-5788.041
2018-01-02 11:06:00,-5791.611
2018-01-02 11:07:00,-5793.396
2018-01-02 11:08:00,-5795.181
2018-01-02 11:09:00,-5795.181
2018-01-02 11:10:00,-5795.181
2018-01-02 11:11:00,-5805.891
2018-01-02 11:12:00,-5798.751
2018-01-02 11:13:00,-5802.321
2018-01-02 11:14:00,-5795.181
2018-01-02 11:15:00,-5795.181
2018-01-02 11:16:00,-5791.611
2018-01-02 11:17:00,-5791.611
2018-01-02 11:18:00,-5791.611
2018-01-02 11:19:00,-5795.181
2018-01-02 11:20:00,-5798.751
2018-01-02 11:21:00,-5791.611
2018-01-02 11:22:00,-5789.826
2018-01-02 11:23:00,-5791.611
2018-01-02 11:24:00,-5784.471
2018-01-02 11:25:00,-5786.256
2018-01-02 11:26:00,-5791.611
2018-01-02 11:27:00,-5791.611
2018-01-02 11:28:00,-5788.041
2018-01-02 11:29:00,-5784.471
2018-01-02 11:30:00,-5798.751
2018-01-02 11:31:00,-5791.611
2018-01-02 11:32:00,-5791.611
2018-01-02 11:33:00,-5795.181
2018-01-02 11:34:00,-5793.396
2018-01-02 11:35:00,-5793.396
2018-01-02 11:36:00,-5796.966
2018-01-02 11:37:00,-5796.966
2018-01-02 11:38:00,-5795.181
2018-01-02 11:39:00,-5784.471
2018-01-02 11:40:00,-5789.826
2018-01-02 11:41:00,-5784.471
2018-01-02 11:42:00,-5779.116
2018-01-02 11:43:00,-5777.331
2018-01-02 11:44:00,-5773.761
2018-01-02 11:45:00,-5773.761
2018-01-02 11:46:00,-5773.761
2018-01-02 11:47:00,-5777.331
2018-01-02 11:48:00,-5784.471
2018-01-02 11:49:00,-5791.611
2018-01-02 11:50:00,-5804.106
2018-01-02 11:51:00,-5798.751
2018-01-02 11:52:00,-5800.536
2018-01-02 11:53:00,-5798.751
2018-01-02 11:54:00,-5798.751
2018-01-02 11:55:00,-5802.321
2018-01-02 11:56:00,-5798.751
2018-01-02 11:57:00,-5805.891
2018-01-02 11:58:00,-5813.031
2018-01-02 11:59:00,-5805.891
2018-01-02 12:00:00,-5809.461
2018-01-02 12:01:00,-5805.891
2018-01-02 12:02:00,-5805.891
2018-01-02 12:03:00,-5813.031
2018-01-02 12:04:00,-5802.321
2018-01-02 12:05:00,-5804.106
2018-01-02 12:06:00,-5805.891
2018-01-02 12:07:00,-5813.031
2018-01-02 12:08:00,-5805.891
2018-01-02 12:09:00,-5805.891
2018-01-02 12:10:00,-5805.891
2018-01-02 12:11:00,-5807.676
2018-01-02 12:12:00,-5809.461
2018-01-02 12:13:00,-5809.461
2018-01-02 12:14:00,-5813.031
2018-01-02 12:15:00,-5813.031
